0.47016  	0.25850  	0.10467  	0.08129  	0.02370  	-0.4128  	0.24535  	0.38913  	0.21415  	-0.5195  	0.35389  	-0.3394  	-0.0387  	-0.8199  	-1.3254  	0.43618  	0.10496  	0.06422  	0.00488  	0.56904  	0.87578  	-0.1145  	-0.4366  	0.47861  	0.13279  	-0.1570  	-0.1695  	-0.6102  	-0.8176  	-0.4539  	-0.1474  	0.16705  	0.19172  	-0.0578  	0.25704  	-0.3003  	0.39740  	0.00716  	-0.2096  	0.15483  	0.26936  	0.07279  	0.16881  	0.19024  	-0.0311  	-0.0419  	0.08629  	-0.0237  	-0.0315  	0.13546  	0.05943  	0.04577  	-0.0458  	0.04560  	-0.0022  	-0.0460  	0.03076  	0.01818  	-0.0520  	0.04411  	-0.0049  	-0.1138  	0.11229  	-0.0169  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
0.48645  	0.26952  	0.11383  	0.09185  	0.02038  	-0.4064  	0.25087  	0.39302  	0.22090  	-0.5144  	0.35744  	-0.3531  	-0.0342  	-0.8090  	-1.3150  	0.42475  	0.09881  	0.06064  	0.01331  	0.57064  	0.89032  	-0.1097  	-0.4372  	0.48256  	0.13454  	-0.1669  	-0.1567  	-0.6195  	-0.8214  	-0.4590  	-0.1538  	0.16858  	0.19190  	-0.0581  	0.26304  	-0.2987  	0.40979  	0.01393  	-0.2144  	0.15540  	0.26168  	0.06649  	0.16765  	0.19233  	-0.0313  	-0.0418  	0.08535  	-0.0217  	-0.0321  	0.13227  	0.06187  	0.04490  	-0.0433  	0.04697  	-0.0025  	-0.0439  	0.03003  	0.01715  	-0.0493  	0.04713  	-0.0037  	-0.1145  	0.11078  	-0.0179  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
0.56035  	0.26669  	0.15489  	0.12282  	0.01793  	-0.3673  	0.25644  	0.43068  	0.26523  	-0.5151  	0.32945  	-0.3334  	-0.0142  	-0.7618  	-1.2930  	0.45027  	0.10223  	0.05379  	0.01939  	0.55234  	0.91187  	-0.0885  	-0.4115  	0.50951  	0.15325  	-0.1710  	-0.1195  	-0.6489  	-0.8408  	-0.4577  	-0.1510  	0.17060  	0.20593  	-0.0652  	0.27539  	-0.3074  	0.41316  	0.00370  	-0.2168  	0.15248  	0.26829  	0.06480  	0.17588  	0.20039  	-0.0305  	-0.0491  	0.08311  	-0.0141  	-0.0237  	0.13442  	0.06073  	0.04518  	-0.0434  	0.05069  	-0.0031  	-0.0401  	0.02985  	0.01850  	-0.0484  	0.05057  	-0.0026  	-0.1136  	0.11131  	-0.0181  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
0.59935  	0.23892  	0.21972  	0.08981  	0.01160  	-0.2977  	0.27063  	0.44723  	0.27341  	-0.4740  	0.26279  	-0.3692  	-0.0077  	-0.7348  	-1.3427  	0.50142  	0.13240  	0.06380  	0.03964  	0.56921  	0.88873  	-0.0704  	-0.4349  	0.51634  	0.22894  	-0.1765  	-0.0821  	-0.6425  	-0.8039  	-0.4429  	-0.1345  	0.17194  	0.19621  	-0.0523  	0.24319  	-0.2642  	0.39331  	-0.0076  	-0.1738  	0.15185  	0.28899  	0.05687  	0.20537  	0.20510  	-0.0285  	-0.0531  	0.07833  	0.00960  	-0.0072  	0.13518  	0.06199  	0.04870  	-0.0443  	0.05245  	-0.0025  	-0.0358  	0.02928  	0.01905  	-0.0475  	0.05604  	-0.0012  	-0.1228  	0.11933  	-0.0150  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
0.42122  	0.19155  	-0.0130  	0.02532  	0.05360  	-0.5482  	0.28563  	0.33690  	0.17583  	-0.3518  	0.24641  	-0.4339  	0.07586  	-0.6503  	-1.4467  	0.39510  	0.07880  	0.16356  	-0.0029  	0.69281  	0.66065  	-0.0873  	-0.6148  	0.52240  	0.25675  	-0.1564  	-0.2172  	-0.4773  	-0.6512  	-0.4199  	-0.1130  	0.12800  	0.22118  	-0.0631  	0.20092  	-0.2022  	0.20572  	-0.1023  	-0.0895  	0.21990  	0.30944  	0.06967  	0.18154  	0.19039  	-0.0373  	-0.0404  	0.07591  	0.01831  	-0.0121  	0.13271  	0.06081  	0.03362  	-0.0503  	0.03969  	-0.0059  	-0.0505  	0.03403  	0.00835  	-0.0497  	0.04515  	0.00403  	-0.1114  	0.11781  	-0.0231  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
-0.2040  	0.01046  	-0.3229  	-0.0823  	0.14900  	-0.8414  	0.21939  	0.24958  	0.14236  	-0.2677  	0.30482  	-0.3182  	0.00142  	-0.9412  	-1.7668  	0.32616  	0.00948  	0.23267  	0.04379  	0.77495  	0.47370  	-0.1414  	-0.6129  	0.41828  	0.09083  	-0.0880  	-0.4623  	-0.2802  	-0.5234  	-0.4734  	-0.0889  	0.07692  	0.21557  	-0.0624  	0.05725  	-0.1443  	0.06111  	-0.1526  	-0.0645  	0.22319  	0.31203  	0.09085  	0.16342  	0.18379  	-0.0356  	-0.0389  	0.09126  	-0.0055  	-0.0105  	0.11541  	0.05741  	0.04436  	-0.0591  	0.03512  	-0.0074  	-0.0657  	0.04556  	0.02197  	-0.0434  	0.04773  	-0.0080  	-0.1271  	0.10725  	-0.0191  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
-0.3018  	-0.0516  	-0.3649  	-0.2122  	0.11668  	-0.9018  	0.28259  	0.21546  	0.12534  	-0.2572  	0.41057  	-0.3379  	-0.1035  	-1.1255  	-1.7999  	0.22703  	0.02162  	0.21643  	-0.0130  	0.81225  	0.52151  	-0.1365  	-0.6038  	0.42158  	0.08712  	-0.1366  	-0.3767  	-0.3184  	-0.5620  	-0.4933  	-0.1232  	0.07211  	0.19590  	-0.0483  	0.07491  	-0.1456  	0.08107  	-0.1316  	-0.0791  	0.22827  	0.27521  	0.10309  	0.13794  	0.14994  	-0.0214  	-0.0499  	0.08624  	-0.0111  	-0.0142  	0.11956  	0.07713  	0.04729  	-0.0539  	0.04113  	-0.0012  	-0.0623  	0.04873  	0.02151  	-0.0445  	0.04105  	-0.0173  	-0.1315  	0.10537  	-0.0231  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
-0.3082  	-0.0542  	-0.3533  	-0.3733  	0.03353  	-0.9726  	0.24729  	0.19193  	0.11245  	-0.1814  	0.53008  	-0.3822  	-0.1208  	-1.1376  	-1.8387  	0.17548  	0.08057  	0.18304  	0.01541  	0.75801  	0.57684  	-0.1451  	-0.5153  	0.40897  	0.12292  	-0.1315  	-0.3072  	-0.3698  	-0.5864  	-0.4712  	-0.1131  	0.08256  	0.17356  	-0.0617  	0.12841  	-0.1708  	0.15533  	-0.1069  	-0.0943  	0.21848  	0.27973  	0.09153  	0.13397  	0.16100  	-0.0238  	-0.0475  	0.07586  	-0.0150  	-0.0265  	0.13126  	0.08076  	0.04674  	-0.0584  	0.04051  	-0.0020  	-0.0565  	0.03771  	0.01531  	-0.0440  	0.04684  	-0.0098  	-0.1219  	0.11443  	-0.0141  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
-0.2643  	-0.0222  	-0.3241  	-0.4037  	-0.0166  	-0.9564  	0.20769  	0.20242  	0.10880  	-0.2266  	0.48228  	-0.4347  	-0.1305  	-1.1443  	-1.8675  	0.17948  	0.12971  	0.18253  	0.03323  	0.72822  	0.60461  	-0.1701  	-0.4924  	0.40551  	0.15754  	-0.1278  	-0.2857  	-0.3819  	-0.5727  	-0.4654  	-0.1168  	0.09089  	0.15424  	-0.0646  	0.10433  	-0.1575  	0.16071  	-0.1034  	-0.0909  	0.21122  	0.29039  	0.08051  	0.14643  	0.16590  	-0.0286  	-0.0426  	0.07774  	-0.0166  	-0.0223  	0.12740  	0.08218  	0.04273  	-0.0561  	0.04086  	-0.0018  	-0.0542  	0.03785  	0.02029  	-0.0438  	0.04994  	-0.0114  	-0.1218  	0.11348  	-0.0145  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
-0.2333  	-0.0037  	-0.3010  	-0.4227  	-0.0539  	-0.9047  	0.21696  	0.17988  	0.11104  	-0.2559  	0.41187  	-0.4489  	-0.1271  	-1.1826  	-1.8598  	0.18601  	0.13231  	0.20862  	0.04068  	0.72521  	0.58551  	-0.1784  	-0.4869  	0.38977  	0.18465  	-0.1387  	-0.2743  	-0.3594  	-0.5535  	-0.4611  	-0.1344  	0.09970  	0.14929  	-0.0612  	0.07439  	-0.1326  	0.15866  	-0.0927  	-0.0849  	0.21466  	0.30682  	0.07257  	0.15233  	0.17757  	-0.0265  	-0.0415  	0.07906  	-0.0149  	-0.0226  	0.12421  	0.08260  	0.04098  	-0.0562  	0.04448  	-0.0018  	-0.0528  	0.04598  	0.02221  	-0.0408  	0.04841  	-0.0099  	-0.1316  	0.11269  	-0.0157  	0.06643  	-0.0185  	0.05283  	0.00367  	0.01153  	0.44827  	
